Respirator (SOR) *;Rescu Pac 2 DM -;512134/ w paszp. 0512134;Smths-Medical;2008;koperwas;SOR;;Anes-Med.;2023-02-08;;w karetce;
Respirator *;Evita4 -;ARSM 0069;Drager Medical AG;2002;ANMEDIQ;Anestezjologii i Intensywnej Terapii;;ANES MED.;2023-03-27;8-80-802-9/510;Do kasacji - uzgodnić do przeglądu;
Respirator *;Engstrom Carestation;CBCT02490;GE Healthcare Datex-Ohmeda;2014;Anmediq;Anestezjologii i Intensywnej Terapii;;;2023-03-09;3802;Data zakupu 21.11.2014;
Respirator *;Engstrom Carestation;CBCT00748;GE Healthcare Datex-Ohmeda;2014;Anmediq;Anestezjologii i Intensywnej Terapii;;;2023-03-09;3694;Data zakupu 15.07.2014;
Respirator *;Evita4 -;ARSM 0063;Drager Medical AG;2002;ANMEDIQ;Anestezjologii i Intensywnej Terapii;;Anes-Med.;2023-03-27;8-80-802-9/505;Do kasacji - uzgodnić do przeglądu;
Respirator *;Evita4 -;ARSM 0064;Drager Medical AG;2002;ANMEDIQ;Anestezjologii i Intensywnej Terapii;;ANES MED.;2023-03-27;8-80-802-9/508;Do kasacji - uzgodnić do przeglądu;
Respirator * SKASOWANY;Evita4 -;ARSM 0067;Drager Medical AG;2002;ANMEDIQ;Anestezjologii i Intensywnej Terapii;;ANES MED.;202-03-27;8-80-802-9/506;SKASOWANY;
Respirator *;SERVO-1;86167;MAQUET;2017;Koperwas;ZDO;;;2023-02-21;1990;;
Respirator karetka ( S );Care Vent ATV +;CVP 2533 - 2014;;2014;Mielec;Mielec;;;2021-12-17;;;
Respirator karetka (P8 );Care Vent ATV +;CUP 2620-2016;O-TWO Medical;2016;Mielec;Mielec;;;2021-12-17;;;
Respirator karetka (P9) *;Para-pac -;03/11/266;Pneu-pac;2003;Medikom;SOR;;DT;2023-02-27;8-80-802-9/518;4688;
Respirator transportowy ;Rescu Pac 2 DM -;507162/ w paszp 0507162;Smiths-Medical;2008;Koperwas;Transport;;Anes-Med.;2023-02-08;;w karetce;
Respirator transportowy  plus bateria   *                                                                                                                                                                                                                             ;AHP -300 ISO;#FMT;Monitor Med.;2018;Medikom;SOR;;;2023-02-27;4272;;
Respirator transportowy (SOR)*;Para-pac 2D -;600.A5/30/LE;Pneu-Pac;1999;Medikom;SOR;;DT;2023-02-27;8-80-802-1/161;;
Respirator transportowy *; C1 ;;Hamilton;2020;Ekomark ;Anestezjologii i Intensywnej Terapii;;;2023-02-09;5185;umowa nr 104/Z|P/20 Eco Mark gwarancja 24 m-ce;
Respirator turbinowy  - użyczony *;Trilogy EVO OBM;H800057405499;Philps;2020;;Anestezjologii i Intensywnej Terapii;;;2021-06-21;;Podkarpacki Urząd Wojewódzki um 93/ZK/2021 Covid;
Respirator turbinowy  - użyczony *;Trilogy EVO OBM;H80002890F907;Philips;2020;;Anestezjologii i Intensywnej Terapii;;;2021-06-21;;Podkarpacki Urząd Wojewódzki um 93/ZK/2021 Covid;
Respirator turbinowy  - użyczony * przegl co 4 lata  p 11.2024;Trilogy EVO OBM;H8000289964C6;Philips;2020;;Covid-1 ;;;2021-06-21;;Podkarpacki Urząd Wojewódzki um 93/ZK/2021 Covid;
Respirator turbinowy  - użyczony * przegl co 4 lata  p 11.2024;Trilogy EVO OBM;H80001013E653;Philips;2020;;Covid-1 ;;;2021-06-21;;Podkarpacki Urząd Wojewódzki um 93/ZK/2021 Covid;
Respirator turbinowy - uzyczony *  przegl co 4 lata  p 11.2024;Trilogy EVO ;H80005742778B;Philips;2020;;Covid-1;;;2021-11-09;;Podkarpacki Urząd Wojewódzki um 93/ZK/2020 Covid;
Respirator turbinowy - użyczony *  przegl co 4 lata  p.11.2024;Trilogy EVO ;H800054582E6D;Philips;2020;;Covid-1;;;2021-12-30;;Podkarpacki Urząd Wojewódzki um 135/ZK/2020 Covid;
Respirator turbinowy - użyczony * gwar 48 m-cy przegl co 4 lata;Trilogy EVO ;H800040842BA3;Philips;2020;;Covid-1;;;2021-12-30;;Podkarpacki Urząd Wojewódzki um 135/ZK/2020 Covid;
Respirator turbinowy - użyczony * przegl co 4 lata  p. 11. 2024;Trilogy EVO ;H80000219E00A;Philips;2020;;Covid-1;;;2021-12-30;;Podkarpacki Urząd Wojewódzki um 135/ZK/2020 Covid;
Respirator turbinowy - użyczony * przegl co 4 lata  p. 11. 2024;Trilogy EVO ;H80005339E731;Philips;2020;;Covid-1;;;2021-12-30;;Podkarpacki Urząd Wojewódzki um 135/ZK/2020 Covid;
Rezonans Magnetyczny - przegl wyk Siemens 3 lat po gwracji wg umowy;Aera *;141203;Siemens;2017;Simens;ZDO;;;2022-10-28;4039;przeglądy- co 6 miesięcy  gwarncja 5 lat umow nr 384/ZP/16 z dn 02.12.2016;
Rotor do ćwczeń kończyn  własny zakres *;;;;1994;DT;Dział Rehabilitacji i Fizykoterapii;;;2017-03-31;8-80-802-1/126;;
Rower - Cykloergometr - system do prób wysiłko *;Ergobike Premium;11451;;2010;Zalim;Pracownia EKG;;;2022-11-30;8-80-802-2/861;;do przeglądu
Rower stacjonarny - Ergomet  własny zakres *;STRATOS";07969-600;KETTLER;2004;DT;Dział Rehabilitacji i Fizykoterapii;;DT;2017-03-31;8-80-802-1/339;;
Rower Stacjonarny - Ergometr  własny zakres *;STRATOS";;KETTLER;2005;DT;Dział Rehabilitacji i Fizykoterapii;;DT;2017-03-31;8-80-802-1/340;;
Rozdzielacz tlenu;;190394463;GCE;2019;;SOR;;;2020-05-02;;;
Rozdzielnia główna ;Rnn-F 3;;Elektromontaż ;;DT;Dział techniczny;;DT;2017-05-18;;;
Rozdzielnia główna ;Rnn-E;;Elektromontaż ;;DT;Dział techniczny;;DT;2017-05-18;;;
Rozdzielnia główna ;Rnn- F 2-F3;;Elektromontaż ;;DT;Dział techniczny;;DT;2017-05-28;;;
Rozdzielnia główna ;Rnn B1;;Elektromontaż ;;DT;Dział techniczny;;DT;2017-05-05;;;
Rozdzielnia główna ;;;Elektromontaż ;;DT;Dział techniczny;;DT;2017-05-27;;;
Rozdzielnia główna ;;;Elektromontaż ;;DT;Dział techniczny;;DT;2017-05-16;;;
Rozdzielnia główna ;;;Elektromontaż ;;DT;Dział techniczny;;DT;2017-05-09;;;
Rzutnik optotypów *;FR-1003LED -;RLAJ001A;FREY;2012;Koperwas;Okulistyka;;;2022-07-05;8-80-802-1/105;2013-04-02 data rozp.eksploat.;
Sation rf-IVD 2;;;;2019;;Radiologia;;;2019-08-05;;;
Skaner - uszkodzony ;DX-M DIGITIZER;11207;AGFA;2013;Medikol;P S I M / ZDO;;;2021-06-02;;gwarancja  do 12 2017 przegl co 6- cy. Zakwalifikowany do demontażu. Zalecenie po przeglądzie z 14.01.2022r. - Pismo z Medikol;
Skaner Laserowy  Terapus *; Scan Power;1789;Accuro Sp. z o.o.;2008;Zalim;Dział Rehabilitacji i Fizykoterapii;;DT;2021-10-27;8-80-80-21/833;;
Skaner*;DX-M DIGITIZER;11206;AGFA;2013;Medikol;SOR;;;2021-06-02;;gwarancja  do 12 2017 przegl co 6- cy;
Sollux -  we własnym zakresie  *;L-SK;014/04;Zalimp;2004;Zalim;Dział Rehabilitacji i Fizykoterapii;;DT;2021-11-26;8-80-802-1/519;;
Sollux statywowy we własnym zakresie *;L-S-C;551;Zalimp;1987;Zalim;Dział Rehabilitacji i Fizykoterapii;;DT;2021-11-27;0975-122-4/41/2;;
Sollux stolowy we własnym zakresie *;L-SK;10;Zalimp;1984;Zalim;Dział Rehabilitacji i Fizykoterapii;;DT;2021-11-27;0975-122-4/41/2;;
Sollux we włsnym zakresie * Uszkodzony wyłącznik ;L-SK;011/04;Zalimp;2004;Zalim;Dział Rehabilitacji i Fizykoterapii;;DT;2021-11-27;8-80-802-1/520;;
Sonicator *;716;14xC1431;Mettler-Electronocs;2004;Zalim;Dział Rehabilitacji i Fizykoterapii;;DT;2021-10-27;8-80-802-1-537;;
Spirometr  *;SPIROBANK G USB;A23-048.01713;MIR;2010;Koperwas;Oddział Pediatryczny;;DT;2022-03-29;8-80-802-1/731;;do przeglądu
Ssak ;OB2012 -;1000810227;Boscard;2008;koperwas;Transport;;Paramedica Polska;2022-03-29;;w karetce;
Ssak-  do kasacji *;Viktoria II;4110717;Cherion;2005;;Ortopedia;;;2005-02-28;8-80-802-1/362;;
Ssak-  przegl raz na 4 lata * przegl w 2025;ECONOMIC 35 SU2;1820;AGA LABOR;2021;;Covid-1/ Ortopedia;;;;;;
Ssak - przgl raz na 4 lata * przegl w 2025;ECONOMIC 35 SU2;1821;AGA LABOR;2021;;Covid-1;;;;;;
Ssak  Vario AC *;Medela Vario 262110;1012771;Interforn;2000;Koperwas;Noworodków, Wcześniaków i Patologii Noworodka.;;meriko;2022-01-13;8-80-802-1/652;;
Ssak *;Medela Median -;1011819/ nowy nr 001693;Medela/Intertom;2000;Koperwas;SOR;;meriko;2022-03-29;8-80-802-1/163;;
Ssak *;Medela Median -;1012631/nowy nr 001730;Median intertom;2000;Koperwas;SOR;;Meriko;2022-03-29;8-80-802-5/71;;
Ssak *;OB2012 -;1000810223;Boscard;2008;koperwas;Transport;;Meriko;2022-03-03;;w karetce;
Ssak *;F - 36;173699041;;2017;Zakłady Techniki Med..;Oddział Pediatryczny;;;2019-12-13;4214;;
Ssak *;Medela Median-;1021007;Medela;2001;Koperwas;Blok Operacyjny;;DT;2022-03-29;8-80-802-1\178;;
Ssak *;Medela Median-;1021011;Medela;2001;Koperwas;Blok Operacyjny;;DT;2022-03-29;8-80-802-1\179;;
Ssak *;Medela Median-;1021006;Medela;2001;Koperwas;Blok Operacyjny;;DT ;2022-03-29;8-80-802-1\176;;
Ssak *;Medela Median-;1021008;Medela;2001;Koperwas;Blok Operacyjny;;DT;2022-03-29;8-80-802-1\177;;
Ssak BASIC 30-jezdny z wypos. *;Basic 30 -;1045134;Medela;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-03-29;8-80-802-9/493;;
Ssak BASIC 30-jezdny z wypos. *;Basic 30 -;1045147;Medela;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-03-29;8-80-802-9/494;;
Ssak Economic 35 przegl II poł 2024r;SU2;1695;AGA LABOR;2020;AGA LABOR;Radiologia;;;2020-05-05;5175;przegląd co 4 lata ważny  do 05. 2024 r ;
Ssak Economic przeg ważny  do 2022r ;SU2;1311;AGA Labor;2014;Zakład Techniki Med.;Dział Konsultacyjno- Leczniczy;;;2018-11-22;3712;przegląd wyspecjalizowana firma raz na 4 lata;
Ssak economic przeg ważny  do 2025r *;SU 2;1501;AGA Labor;2017;Zalim;Oddział Pediatryczny;;;2021-02-03;4000;przegl wazny do 2025 r;
Ssak elekt. MEDIAN - jezdny zb.2l z wypos *;Medela Median 4613-;970099;Baar Switzerland;1997;Koperwas;Kardiologiczny/ OIOK;;DT;2022-03-29;8-80-802-9/13;;
Ssak elekt. MEDIAN-jezdny zb.2l z wypos. *;Medela Median 4613-;970102;Baar Switzerland;1997;Koperwas;Kardiologiczny/ OIOK;;DT;2022-03-29;8-80-802-9/14;;
Ssak elektr. MEDIAN - jezdny zb.2l z wypos. *;Medela Median 4613-;970017;Baar Switzerland;1997;Koperwas;Kardiologiczny;;Z.N. Orzechowski;2022-03-29;8-80-802-9/11;;1997
Ssak elektryczny ;Victoria II;4110704;Cheinon;2004;Koperwas;Chirurgii Dziecięcej i Urazowej ;;DT;2022-01-13;8-80-802-1/351;;
Ssak elektryczny  ( S ) ;OB. J1000;2101410393;RMB System;2015;Mielec;Mielec;;;2021-12-17;;;
Ssak elektryczny  (przegl ważny do 2022r)*;SU2/m Economic 35;1218;AGA Labor;2013;Zakład Techniki Med.;Okulistyka;;;2018-11-22;8-80-802-1/195;przegląd wyspecjalizowana firma raz na 4 lata;
Ssak elektryczny  przegl ważny do 2022r ;SU2/m Economic 35;1219;AGA Labor;2013;Zakład Techniki Med.;Dział Konsultacyjno- Leczniczy;;;2018-11-22;8-80-802-1/205;przegląd wyspecjalizowana firma raz na 4 lata;
Ssak elektryczny  pzegl ważny do 2025 r *;SU2/m Economic 35;14156;AGA Labor;2016;Zalim;SOR;;;2021-02-03;;przegląd co 4 lata ważny  do 2025 r ;
Ssak elektryczny (P8 )  ;MINASPEED;209295;3AHEALTH CARE;2016;Mielec;Mielec;;;2021-12-17;;;
Ssak elektryczny (przegl co 4 lat)  * przegl ważny do 2025;ECONOMIC 35 SU2;1480;;2016;Zalim;Chorób Wewnętrznych i Gastroenterologii;;;2021-02-03;3999;przegl co 4 lata ;
Ssak elektryczny (przegl wazny do 2022r) ;SU2/m Economic 35;SN1216;AGA Labor;2013;Zakład Techniki Med.;Onkologia kliniczna;;;2018-11-22;8-80-802-1/199;przegląd wyspecjalizowana firma raz na 4 lata;
Ssak elektryczny *;7305 P-G;30475;Devilibris;2014;Koperwas;SOR;;;2022-03-03;;;
Ssak elektryczny *;SO-4;19545;OGARIT;1998;Koperwas;Reumatologii;;Z.N. Kubik;2022-01-13;;;
Ssak elektryczny *;Basic3612;970099  970138;Medela;1997;Koperwas;Pracownia EKG;;DT;2022-03-29;8-80-802-9/12;;do przeglądu
Ssak elektryczny *;SO-5 TORNADO-;0101/374/09;OGARIT;2009;Koperwas;Neurologia;;DT;2022-01-13;8-80-802-2/839;;
Ssak elektryczny *;Victoria II-;04110711;Cheiron;2005;Koperwas;Chirurgia Ogólna i Onkologiczna;;DT;2023-05-17;8-80-802-1/361;;
Ssak elektryczny *;Victoria II-;4110714;Cheiron;2005;Koperwas;Chirurgia Ogólna i Onkologiczna;;DT;2023-05-17;8-80-802-1/360;;
Ssak elektryczny *;Basic 03612 -;970494;Medela;1997;Koperwas;Chorób Wewnętrznych i Gastroenterologii;;DT;2022-03-29;8-80-802-6\12;T;
Ssak elektryczny *;Basic 03612 -;971343;Medela;1997;Koperwas;Chorób Wewnętrznych i Gastroenterologii;;Zakłady naprawcze;2022-03-29;8-80-802-6\13;;
Ssak elektryczny *;Basic 03612 -;970498;Medela;1997;Koperwas;Chorób Wewnętrznych i Gastroenterologii;;DT;2022-03-29;8-80-802-6\11;T;
Ssak elektryczny *  II półrocz 2024;SO-4/T;2013-04-11;FORMED;2018;Koperwas/FORMED;Blok Operacyjny / Okulistyka;;;2021-07-26;4292;gwarancja 60 m-cy umowa 300/ZP/UE/18;
Ssak elektryczny * do kasacji;Ambu - 269 001 000;979538/ nowy nr 001707;Ax Medi Tec;2000;Zalim;SOR;;Zakł. Tech. Med.;2018-11-22;8-80-802-1/173;;
Ssak elektryczny * do kasacji ;Ambu - 369 001 000;979536/  nowy nr. 001707;Ax Medi Tec;2000;Zalim;SOR;;Zakł. Tech. Med.;2018-11-22;8-80-80201/172;;
Ssak elektryczny * do kasacji ;Ambu - 269 001 000;979525/  nowy nr. 001707;Ax Medi Tec;2000;Zalim;SOR;;Zakł. Tech. Med.;2018-11-22;8-80-802-1/174;uszkodzony do naprawy ;
Ssak elektryczny * II półrocz 2024;SO-4/T;2014-04-11;FORMED;2018;Koperwas /FORMED;Blok Operacyjny / Okulistyka;;;2021-07-26;4291;gwarancja 60 m-cy umowa 300/ZP/UE/18;
Ssak elektryczny *przegl ważny do 2022 ;ECONOMIC 35 SU2;;AGA LABOR;2018;;Pracownia Diagnostyki Endoskopowej;;;2018-06-30;4207;;
Ssak elektryczny BASIC jezdny *;Medela -;970437/w.paszp 970497;Medela;1997;Meriko;Otolaryngologia;;DT;2022-03-29;8-80-802-7/12;;
Ssak elektryczny BASIC przenośny *;Medela -;970495;Medela;1997;Koperwas;Otolaryngologia;;DT;2022-03-29;8-80-802-7/11;;
Ssak elektryczny BASIC przenośny *;Medela -;971394;Medela;1997;Koperwas;Otolaryngologia;;DT;2022-03-29;8-80-802-7/10;;
Ssak elektryczny P z wyposażeniem *;Median -;1012555;Medela;1999;Koperwas;Sala Cięć Cesarskich;;Zakłady naprawcze;2022-03-29;8-80-802 -9/71;;
Ssak elektryczny* ;SO-5 TORNADO-;0101/375/09;OGARIT;2009;Kopoerwas;Neurologia;;DT;2022-02-13;8-80-802-2/838;;
Ssak elektryczny* przegl co 4 lata ;ECONOMIC 35 SU2;;AGA LABOR;2013;;Pracownia Diagnostyki Endoskopowej;;;2013-06-30;1898;;
Ssak mechaniczna  (S) ;AEROsuck;45210876;RMB System;2016;Mielec;Mielec;;;2021-12-17;;;
Ssak Median P z wyposażeniem *;Median -;1012551;Medela;1999;Koperwas;Ginekologiczny;;DT;2022-03-29;8-80-802/9/70;;
Ssak Median P z wyposażeniem *;Median -;1012633;Medela;1999;Koperwas;Położniczy + Trakt Porodowy ;;DT;2022-03-29;8-80-802 8/25;;
Ssak MEDIAN-jezdny zb.2l z wypos. *;Medela - 046.1301;970715;Medela;1997;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-03-29;8-80-802-5/45;;
Ssak Operacyjny *;SO 4;802;Ogarit;2008;;ZDO;;;2008-01-31;1975;;
Ssak próżniowy z wypos. *;Medela - ;KAT.077.0611;Medela;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-03-29;8-80-801-1/667;Brak numeru fabrycznego;
Ssak próżniowy z wypos. *;Medela -;KAT.077.0611;Medela;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-03-29;8-80-801-1/668;Brak numeru fabrycznego;
Ssak próżniowy z wypos. *;Medela -;KAT.077.0611;Medela;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-03-29;8-80-802-1/666;Brak numeru fabrycznego;
Ssak próżniowy z wypos. *;Medela -;KAT.077.0611;Medela;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-03-29;8-80-802-1/665;;
Ssak próżniowy z wypos. *;Medela -;KAT.077.0611;Medela;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-03-29;8-80-802-1/663;Brak numeru fabrycznego;
Ssak próżniowy z wypos. *;Medela -;KAT.077.0611;Medela;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-03-29;8-80-802-1/664;Brak numeru fabrycznego;
Ssak przenośny BASIC-zb1l z wypos. / elektr*;Medela Median 4613-;9701100/ w pasz. 970100;Baar Switzerland;1997;Koperwas;Kardiologiczny;;Z.N. Orzechowski;2022-03-29;8-80-802-9/15;;
Ssak uniwersalny  wazny do  marzec 2023 *;Su2/z;1633;AGA LABOR;2019;;SOR;;;2019-03-10;4457;;
Stacja do Skanera ;NX 8800 (HP8300);CZC 3330RHR;AGFA;2013;Medikol;P S I M / ZDO;;;2021-06-02;;gwarancja  do 12 2017 przegl co 6- cy;
Stacja do Skanera *;NX 8800 (HP8300);CZC 3330RGY;AGFA;2013;Medikol;SOR;;;2021-06-02;;gwarancja  do 12 2017 przegl co 6- cy;
Stacja dokująca + pokrywa - następny przegl 03.2023 zgł 03 2024 % *;8713140,  8713147;130236,  27932;Braun;2021;Aesculap-Chifa ;Blok Operacyjny/ Anestezjologii i Intensywnej Terapi;;;2023-03-23;5610; gwarancja 24 m-ce protokół odbioru z dnia 30.03.2021 ;
Stacja dokująca do pomp strzykawkowych (3) nastepny przegl  11 2023 *;przegl co 2 lat 8713140;99790;Braun;2018;Aesculap-Chifa ;Blok Operacyjny / Anestezjologii i Intensywnej Terapii;;;2023-03-23;;gwarancjia .36 m-cy  Umowa 260/ZP/UE/18;
Stacja dokująca do pomp strzykawkowych (3) nastepny przegl  11 2023 *;8713140;99776;Braun;2018;Aesculap-Chifa ;Blok Operacyjny / Anestezjologii i Intensywnej Terapii;;;2021-11-04;;gwarancjia .36 m-cy  Umowa 260/ZP/UE/18;
Stacja dokująca do pomp strzykawkowych (3) nastepny przegl  11 2023 *;8713140;99789;Braun;2018;Aesculap-Chifa ;Blok Operacyjny / Anestezjologii i Intensywnej Terapii;;;2021-11-04;;gwarancjia .36 m-cy  Umowa 260/ZP/UE/18;
Stanowisko do pielęgn.now. z wagą *;IR -10;1199;Unimed Bydgoszcz;2000;Koperwas;Noworodków, Wcześniaków i Patologii Noworodka.;;zakład tech. Med.;2022-03-03;8-80-802-9/84;;
Stanowisko do pielęgnacji niemow *;SPN 1600/w paszp. IR-10MR;1188;Unimed Bydgoszcz;2000;Koperwas;Noworodków, Wcześniaków i Patologii Noworodka.;;zakład tech. Med.;2022-03-03;8-80-802-9/66;;
Stanowisko do pielęgnacji niemow.- (nieużywane) ;SPN 1600;1192;Unimed Bydgoszcz;2000;Koperwas;Dział Konsultacyjno- Leczniczy;;DT;2022-03-03;8-80-802-9/67;;
Stanowisko do pielęgnacji niemow. *;SPN 1600/ w pasz. IR-10MR;1189;Unimed Bydgoszcz;2000;Koperwas;Noworodków, Wcześniaków i Patologii Noworodka.;;zakład tech. Med.;2022-03-03;8-80-802-9/68;;
Stanowisko do pielęgnacji niemow. *;SPN 1600/ w pasz. IR-10;1191;Unimed Bydgoszcz;2000;Koperwas;Noworodków, Wcześniaków i Patologii Noworodka.;;zaklad tech. Med.;2022-03-03;8-80-802-9/69;;
Stanowisko do pielęgnacji niemow. *;SPN 1600/w pasz. IR-10;1192;Unimed Bydgoszcz;2000;Koperwas;Noworodków, Wcześniaków i Patologii Noworodka.;;zakład tech. Med.;2022-03-03;8-80-802-9/80;;
Stanowisko do pielęgnacji niemow. *;SPN 1600/w pasz. IR-10;1193;Unimed Bydgoszcz;2000;Koperwas;Noworodków, Wcześniaków i Patologii Noworodka.;;zakład tech. Med.;2022-03-03;8-80-802-9/81;;
Stanowisko do resuscytacji ( Cieplarka)*-zestaw kardiomonitor +Nawilżacz ;PANDA;PBWY 79824; GE Medical ;2019;Ge Medical;Noworodków, Wcześniaków i Patologii Noworodka.;;;2023-05-17;4513;gwarancja 36 m-cy WOŚP;
Stanowisko do resuscytacji noworodka *;SNR-10;657/2000;Unimed Bydgoszcz;2000;Koperwas;Noworodków, Wcześniaków i Patologii Noworodka.;;zakład techniki medycznej;2022-03-03;8-80-802-9/82;;
Stanowisko do resuscytacji noworodka -Inkubat *;IW 933;SN 130327000267;Fisher Paykel Healthcare;2013;Aparatura medyczna;Noworodków, Wcześniaków i Patologii Noworodka.;;;2021-05-28;8-80-802-1/171;gwarancja do 2015 r.;
Stanowisko do resuscytacji noworodka kasacja *;SRN-10M;656/2000;Unimed Bydgoszcz;2000;Koperwas;Noworodków, Wcześniaków i Patologii Noworodka.;;zakład tech. Med.;2022-03-03;8-80-802-9/83;;
StarTrack;;27970;;2019;;Radiologia;;;2019-08-05;;;
StarTrack;;27971;;2019;;Radiologia;;;2019-08-05;;;
Stojak do zdjęć sylwetkowych ;CR EASYLIFT zestaw FLFS;15727;AGFA;2013;Medikol;P S I M / ZDO;;;2021-06-02;;gwarancja  do 12 2017 przegl co 6- cy;
Stol rehabilit z elektr zmianą wysokości włas zakres *;SMA-2/E;089/11/04;TECHMED;2004;DT;Dział Rehabilitacji i Fizykoterapii;;DT;2017-03-31;8-80-802-1/447;;
Stolik elektrycznie podnoszony   porad  ;MEDICAL PARTNER NET -1 ;141116;Medical ;2014;Koperwas;Okulistyka;;;2022-06-15;;;
Stolik podnoszony elektrycznie ;NET - 2 -;1210202;Medical;2012;Koperwas;Okulistyka;;;2022-06-15;8-80-802-1/115 a;;
Stół  do ćwiczeń - Assistent własny zakres *;SHE14BAK/011;200076;HWK Mediteknik;1993;DT;Dział Rehabilitacji i Fizykoterapii;;DT;2017-03-31;8-80-802-1/120;;
Stół do masażu suchego  własny zakres *;SR-3/E;241/11/04;TECH-MED.;2004;DT;Dział Rehabilitacji i Fizykoterapii;;;2017-03-31;8-80-802-1/445;;
Stół do modelarni;;;;2019;;Radiologia;;;2019-08-26;5138;;
Stół do pielęgnacji noworodków  nie wykaz do przegl-;SPN-01;52;Famed;2005;zalim;Oddział Pediatryczny;;DT;2017-10-05;8-80-808-2/530;;
Stół do pielęgnacji noworodków  nie wykaz do przegl -;SPN-01;50;Famed;2005;zalim;Oddział Pediatryczny;;DT;2017-10-05;8-80-808-2/526;;
Stół operacyjny  *;SU-03.0 -;1299-00020;Famed-Żywiec;2000;Zalim;Sala Cięć Cesarskich;;DT;2021-12-17;8-80-802- 9/74;;
Stół operacyjny  *;SU-03.0-;46;Famed;2000;Zalim;Blok Operacyjny;;DT;2021-12-18;8-80-802-9\320;;
Stół operacyjny  *;SU-03.0-;45;Famed;2000;Zalim;Blok Operacyjny;;DT;2022-12-16;8-80-802-9\322;;
Stół operacyjny  *;SU-03.0-;23;Famed;1999;Zalim;Blok Operacyjny;;DT;2021-12-18;8-80-802-5/73;;
Stół operacyjny  *;SU-03.0-;47;Famed;2000;Zalim;Blok Operacyjny;;DT;2021-12-18;8-80-802-9\321;;
Stół Operacyjny *;SO-10 -;138;Famed-Żywiec;1997;Zalim;Otolaryngologia;;DT;2021-02-04;8-80-802-5/23;;do przeglądu
Stół operacyjny -ogólnochirurgiczny (mobilny) kardiologiczny(5) * II półr 2024;SU-07;84;Famed Żywiec;2018;Famed;Blok Operacyjny / Okulistyka;;;2021-07-14;4315;gwarancja 60 m-cy umowa261/ZP/UE/18;
Stół operacyjny ortopedyczny *;MARS 2.02-;101449661;Trumpf;2011;Zalim;Blok Operacyjny;;;2021-12-11;8-80-802 2/220;;
Stół operacyjny z wyposażeniem *;Sz 01.0 -/m w paszp. SO-10;234;Famed;2001;Zalim;SOR;;DT;2022-12-16;8-80-802-9/344;;
Stół operacyjny zabiegowy ;Sz 01.0;SN070400541;Famed Żywiec;2005;Zalim;Chirurgii Dziecięcej i Urazowej ;;;2022-02-01;8-80-802-1/452;;
Stół rehabilit z elektr zmianą wysokości  wlasny zakre *;SMA-3/E;242/11/04;TECHMED;2004;DT;Dział Rehabilitacji i Fizykoterapii;;DT;2017-03-31;8-80-802-1/446;;
Stół rehabilitacyjny /ACCURO/ *;SRK-RE;103048;Sumer - Opole;2008;Zalim;Ortopedia;;DT;2023-01-18;8-80-802-1/835;;
Stół rehabilitacyjny krzyżakowy - własny zakres *;SRK-ŁE/01;0110.0001.04/10;;2010;Zalim;Dział Rehabilitacji i Fizykoterapii;;;2022-01-18;8-80-802-2/857;;
Stół zabiegowy / operacyjny *;Sz 01.0 -/ w pasz. SO-10;1299/00023/ nowy 001734;Famed;2000;Zalim;SOR;;DT;2022-12-16;8-80-802-5/83;;
Stół zabiegowy z przystawką ;Sz 01.0;SN1004/000548;Famed Żywiec;2005;Zalim;Chirurgii Dziecięcej i Urazowej ;;DT;2022-02-01;8-80-802-1/460;;
Strzykawka automatyczna *;Mark V plus;645631;Medrad ;1997;ZTM Innovations;ZDO;;Elmed ;2023-02-08;8-80-802-5/30;;
Strzykawka automatyczna *;Centargo ;100016;Bayer/Medrad;2021;;ZDO;;;2022-02-08;;gwarancja 24-m-ce TMS ;
Strzykawka automatyczna- wstrzykiwacz kontrastu Medtron;Accutron MR;880016229;SYNEKTIK;2016;Medikol;ZDO;;;2023-02-21;;przeglądy - gwarancja 5 lat umowa nr 384/ZP/16 z dnia .0212.2016;
Stymat  - do kasacji *;S-210;84074;Famed;1984;Zalim;Dział Rehabilitacji i Fizykoterapii;;DT;2017-09-14;0975-134-4/48/97;;do przeglądu
Stymat - do kasacji *;S-210;82043;Famed;1982;Zalim;Dział Rehabilitacji i Fizykoterapii;;DT;2017-09-14;0975-134-4/48/97;;do przeglądu
Stymulator nerwów - wykorzyst na OIOM *;HNS12;270937;Braun;2016;Aesculap-Chifa ;Blok Operacyjny;;;2022-10-24;3956;gwarancja 16.06.2018;
Suszarka *;S363;33194;Getinge- Castle;2000;ZTM Innovations;Centralna Sterylizatornia;;NSM L. Grdeń;2022-05-30;8-80-802-1/916;;
Suszarka Laboratoryjna  *;UT-6-;40153436;Kendro;2001;Koperwas;Blok Operacyjny;;DT;2023-05-17;8-80-802-9\404;;
